"facility.id","year","facility.name","city","state","zip","region","census","n.discharge","cost.charge.ratio","wage.index","rural","dsh","ownership","teaching","teaching.yn","freestanding","population.severity","bedsores.v1","bedsores.v2","cauti","readmit30","falls","cdi","home","pt.flu","functional","hc.flu","mspb","cauti.grade","readmit30.grade","cdi.grade","home.grade","cauti.good","readmit30.good","cdi.good","home.good"
"110165",2016,"SOUTHERN REGIONAL MEDICAL CENTER","RIVERDALE","GA","30274","4",3,91,0.44,0.94,0,0.06,"N",0,0,0,1.29,0.7,NA,NA,12.17,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"110165",2017,"SOUTHERN REGIONAL MEDICAL CENTER","RIVERDALE","GA","30274","4",3,94,0.45,0.93,0,0.07,"N",0,0,0,1.31,0.5,NA,NA,12.84,NA,NA,NA,87.9,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"110165",2018,"SOUTHERN REGIONAL MEDICAL CENTER","RIVERDALE","GA","30274","4",3,81,0.5,0.93,0,0.14,"N",0,0,0,1.14,NA,0.6,NA,NA,0,NA,62.02,NA,100,NA,0.91,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0
"110168",2016,"REDMOND REHABILITATION CENTER","ROME","GA","30165","4",3,231,0.34,0.86,0,0.14,"P",0,0,0,1.23,6.4,NA,NA,14.13,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"110168",2017,"REDMOND REGIONAL MEDICAL CENTER","ROME","GA","30165","4",3,197,0.32,0.86,0,0.11,"P",0,0,0,1.3,4.9,NA,NA,13.94,NA,NA,NA,98.4,NA,98,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"110168",2018,"REDMOND REGIONAL MEDICAL CENTER","ROME","GA","30165","4",3,206,0.28,0.87,0,0.22,"P",0,0,0,1.36,NA,0.8,NA,NA,0.8,1.31,72.78,NA,100,NA,1.04,NA,NA,"No Different than the National Benchmark","Better than the National Rate",NA,NA,0,1
"110177",2016,"DOCTORS HOSPITAL","AUGUSTA","GA","30909","4",3,178,0.23,0.92,0,0.15,"P",0,0,0,1.4,0.3,NA,NA,14.08,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"110177",2017,"DOCTORS HOSPITAL","AUGUSTA","GA","30909","4",3,223,0.21,0.94,0,0.1,"P",0,0,0,1.35,0.2,NA,2.23,13.24,NA,0.98,NA,88.8,NA,80,NA,"No Different than the National Benchmark","No Different than the National Rate","No Different than the National Benchmark",NA,0,0,0,NA
"110177",2018,"DOCTORS HOSPITAL","AUGUSTA","GA","30909","4",3,229,0.19,0.88,0,0.13,"P",0,0,0,1.39,NA,1.6,NA,NA,0.4,0.9,66.52,NA,100,NA,1.07,NA,NA,"No Different than the National Benchmark","Better than the National Rate",NA,NA,0,1
"110192",2016,"THE REHAB CENTER","SNELLVILLE","GA","30078","4",3,162,0.28,0.94,0,0.06,"P",0,0,0,1.18,2.7,NA,NA,13.98,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"110192",2017,"EASTSIDE MEDICAL CENTER","SNELLVILLE","GA","30078","4",3,242,0.21,0.93,0,0.11,"P",0,0,0,1.17,4.3,NA,0,14.58,NA,0,NA,100,NA,92,NA,"No Different than the National Benchmark","Worse than the National Rate","No Different than the National Benchmark",NA,0,0,0,NA
"110192",2018,"EASTSIDE MEDICAL CENTER","SNELLVILLE","GA","30078","4",3,240,0.21,0.93,0,0.1,"P",0,0,0,1.18,NA,0.6,0,NA,0,0.41,64.5,NA,100,NA,1.02,"No Different than the National Benchmark",NA,"No Different than the National Benchmark","No Different than the National Rate",0,NA,0,0
"110198",2016,"NORTH FULTON REGIONAL HOSPITAL","ROSWELL","GA","30076","4",3,92,0.31,0.94,0,0,"P",0,0,0,1.36,3.5,NA,NA,12.96,NA,NA,NA,NA,NA,NA,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"110198",2017,"WELLSTAR N FULTON HOSPITAL","ROSWELL","GA","30076","4",3,170,0.26,0.93,0,0.01,"P",0,0,0,1.37,1.1,NA,NA,13.62,NA,1.4,NA,95.7,NA,87,NA,NA,"Worse than the National Rate","No Different than the National Benchmark",NA,NA,0,0,NA
"110198",2018,"WELLSTAR N FULTON HOSPITAL","ROSWELL","GA","30076","4",3,231,0.26,0.93,0,0.05,"P",0,0,0,1.27,NA,1,NA,NA,0.4,0.62,65.27,NA,100,NA,1.05,NA,NA,"No Different than the National Benchmark","Better than the National Rate",NA,NA,0,1
"110200",2016,"NORTHSIDE MEDICAL CENTER","COLUMBUS","GA","31908","4",3,455,0.44,0.83,0,0.07,"P",0,0,0,1.15,0.2,NA,NA,12.71,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"110200",2017,"NORTHSIDE MEDICAL CENTER","COLUMBUS","GA","31908","4",3,503,0.46,0.84,0,0.07,"P",0,0,0,1.12,0.5,NA,1.87,12.83,NA,1.34,NA,99.3,NA,53,NA,"No Different than the National Benchmark","Better than the National Rate","No Different than the National Benchmark",NA,0,1,0,NA
"110200",2018,"NORTHSIDE MEDICAL CENTER","COLUMBUS","GA","31908","4",3,484,0.44,0.83,0,0.06,"P",0,0,0,1.2,NA,0.1,0,NA,0.2,1.07,67.5,NA,99.8,NA,0.96,"No Different than the National Benchmark",NA,"No Different than the National Benchmark","Better than the National Rate",0,NA,0,1
"110203",2016,NA,NA,NA,NA,NA,3,2,0.54,0.94,0,0,"N",0.13,1,0,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113028",2016,"ROOSEVELT WARM SPRINGS REHABILITATION HOSPITAL","WARM SPRINGS","GA","31830","4",3,135,1.42,0.94,0,0.28,"G",0,0,1,1.19,0.9,NA,NA,12.27,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"113028",2017,"ROOSEVELT WARM SPRINGS REHABILITATION HOSPITAL","WARM SPRINGS","GA","31830","4",3,131,0.75,0.93,0,0.44,"G",0,0,1,1.23,0.6,NA,NA,13.02,NA,1.01,NA,93.4,NA,99,NA,NA,"Better than the National Rate","No Different than the National Benchmark",NA,NA,1,0,NA
"113028",2018,"ROOSEVELT WARM SPRINGS REHABILITATION HOSPITAL","WARM SPRINGS","GA","31830","4",3,174,0.52,0.93,0,0.59,"G",0,0,1,1.28,NA,1.5,NA,NA,0,0.49,64.69,NA,100,NA,1.14,NA,NA,"No Different than the National Benchmark","No Different than the National Rate",NA,NA,0,0
"113029",2016,"REHABILITATION HOSPITAL, NAVICENT HEALTH","MACON","GA","31210","4",3,784,0.48,0.91,0,0.07,"G",0,0,1,1.24,0.5,NA,NA,12.19,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"113029",2017,"REHABILITATION HOSPITAL, NAVICENT HEALTH","MACON","GA","31210","4",3,704,0.42,0.89,0,0.05,"G",0,0,1,1.25,0.6,NA,1.89,12.33,NA,0.38,NA,93.5,NA,NA,NA,"No Different than the National Benchmark","Better than the National Rate","No Different than the National Benchmark",NA,0,1,0,NA
"113029",2018,"REHABILITATION HOSPITAL, NAVICENT HEALTH","MACON","GA","31210","4",3,682,0.42,0.92,0,0.04,"G",0,0,1,1.29,NA,0,0.72,NA,0,0,66.95,NA,100,NA,1,"No Different than the National Benchmark",NA,"Better than the National Benchmark","Better than the National Rate",0,NA,1,1
"113030",2016,"HEALTHSOUTH WALTON REHABILITATION HOSPITAL","AUGUSTA","GA","30901","4",3,755,0.51,0.92,0,0.02,"N",0,0,1,1.25,1,NA,NA,15.21,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"113030",2017,"HEALTHSOUTH WALTON REHABILITATION HOSPITAL","AUGUSTA","GA","30901","4",3,732,0.53,0.94,0,0.16,"N",0,0,1,1.25,0.6,NA,0.98,14.49,NA,0.83,NA,76,NA,92,NA,"No Different than the National Benchmark","Worse than the National Rate","No Different than the National Benchmark",NA,0,0,0,NA
"113030",2018,"HEALTHSOUTH WALTON REHABILITATION HOSPITAL","AUGUSTA","GA","30901","4",3,918,0.5,0.88,0,0.11,"P",0,0,1,1.22,NA,0.2,NA,NA,0.1,0.96,71.39,NA,99.6,NA,0.94,NA,NA,"No Different than the National Benchmark","Better than the National Rate",NA,NA,0,1
"113031",2016,"EMORY REHABILITATION HOSPITAL","ATLANTA","GA","30322","4",5,12,0.52,0.94,0,0,"P",0,0,1,1.23,2.4,NA,NA,13.65,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"113031",2017,"EMORY REHABILITATION HOSPITAL","ATLANTA","GA","30322","4",5,335,0.52,0.93,0,0,"P",0,0,1,1.36,1.8,NA,1.73,13.66,NA,1.09,NA,93.6,NA,96,NA,"No Different than the National Benchmark","Worse than the National Rate","No Different than the National Benchmark",NA,0,0,0,NA
"113031",2018,"EMORY REHABILITATION HOSPITAL","ATLANTA","GA","30322","4",5,359,0.37,0.93,0,0.13,"P",0,0,1,1.28,NA,1,1.97,NA,0,1.19,65.94,NA,100,NA,0.94,"No Different than the National Benchmark",NA,"No Different than the National Benchmark","Better than the National Rate",0,NA,0,1
"113032",2016,"HEALTHSOUTH REHABILITATION HOSPITAL OF NEWNAN","NEWNAN","GA","30265","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113032",2017,"HEALTHSOUTH REHABILITATION HOSPITAL OF NEWNAN","NEWNAN","GA","30265","4",5,404,0.57,0.93,0,0,"N",0,0,1,1.25,0.6,NA,NA,13.15,NA,0,NA,91.3,NA,95,NA,NA,"Better than the National Rate","Better than the National Benchmark",NA,NA,1,1,NA
"113032",2018,"HEALTHSOUTH REHABILITATION HOSPITAL OF NEWNAN","NEWNAN","GA","30265","4",5,698,0.65,0.93,0,0,"P",0,0,1,1.28,NA,0.4,NA,NA,0.1,0.21,71.39,NA,99.5,NA,0.99,NA,NA,"No Different than the National Benchmark","Better than the National Rate",NA,NA,0,1
"113033",2016,"REHABILITATION HOSPITAL OF SAVANNAH","SAVANNAH","GA","31404","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113033",2017,"REHABILITATION HOSPITAL OF SAVANNAH","SAVANNAH","GA","31404","4",5,289,0.44,0.87,0,0,"P",0,0,1,1.13,0.3,NA,0,12.77,NA,0.7,NA,92.8,NA,89,NA,"No Different than the National Benchmark","Better than the National Rate","No Different than the National Benchmark",NA,0,1,0,NA
"113033",2018,"REHABILITATION HOSPITAL OF SAVANNAH","SAVANNAH","GA","31404","4",5,755,0.56,0.84,0,0.03,"P",0,0,1,1.19,NA,0.9,0.7,NA,0.1,0.15,70.02,NA,99.1,NA,0.91,"No Different than the National Benchmark",NA,"Better than the National Benchmark","Better than the National Rate",0,NA,1,1
"123025",2016,"REHABILITATION HOSPITAL OF THE PACIFIC","HONOLULU","HI","96817","9",9,593,0.69,1.25,0,0.16,"N",0,0,1,1.2,0.5,NA,NA,10.82,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"123025",2017,"REHABILITATION HOSPITAL OF THE PACIFIC","HONOLULU","HI","96817","9",9,638,0.7,1.22,0,0.19,"N",0,0,1,1.25,0.1,NA,NA,11.69,NA,0.23,NA,95.3,NA,78,NA,NA,"Better than the National Rate","Better than the National Benchmark",NA,NA,1,1,NA
"123025",2018,"REHABILITATION HOSPITAL OF THE PACIFIC","HONOLULU","HI","96817","9",9,688,0.66,1.23,0,0.16,"N",0,0,1,1.15,NA,0.3,NA,NA,0,0,72.17,NA,100,NA,0.82,NA,NA,"Better than the National Benchmark","Better than the National Rate",NA,NA,1,1
"130002",2016,"ST. LUKE'S MAGIC VALLEY REGIONAL MEDICAL CENTER","TWIN FALLS","ID","83303","10",8,115,0.7,0.74,1,0.02,"N",0,0,0,1.19,0.6,NA,NA,12.65,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"130002",2017,"ST. LUKE'S MAGIC VALLEY REGIONAL MEDICAL CENTER","TWIN FALLS","ID","83301","10",8,85,0.7,0.69,1,0.06,"N",0,0,0,1.2,0,NA,NA,13.04,NA,NA,NA,95.1,NA,100,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"130002",2018,"ST. LUKE'S MAGIC VALLEY REGIONAL MEDICAL CENTER","TWIN FALLS","ID","83301","10",8,121,0.76,0.73,1,0.12,"N",0,0,0,1.22,NA,0.4,NA,NA,0,0.77,70.51,NA,100,NA,1.03,NA,NA,"No Different than the National Benchmark","Better than the National Rate",NA,NA,0,1
"130006",2016,"ST. LUKE'S REHABILITATION HOSPITAL","BOISE","ID","83701","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130006",2017,"ST. LUKE'S REHABILITATION HOSPITAL","BOISE","ID","83701","10",2,124,0.43,0.93,0,0,"N",0,0,0,1.29,1.2,NA,0,13.21,NA,0.85,NA,86.2,NA,91,NA,"No Different than the National Benchmark","No Different than the National Rate","No Different than the National Benchmark",NA,0,0,0,NA
"130006",2018,"ST. LUKE'S REHABILITATION HOSPITAL","BOISE","ID","83701","10",2,151,0.89,0.91,0,0.07,"N",0,0,0,1.13,NA,0.4,0.59,NA,0.5,0.38,70.83,NA,100,NA,1.04,"No Different than the National Benchmark",NA,"No Different than the National Benchmark","Better than the National Rate",0,NA,0,1
"130007",2016,"SAINT ALPHONSUS REGIONAL MEDICAL CENTER","BOISE","ID","83706","10",8,96,0.72,0.92,0,0.18,"N",0,0,0,1.33,0,NA,NA,13.07,NA,NA,NA,NA,NA,NA,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"130007",2017,"SAINT ALPHONSUS REGIONAL MEDICAL CENTER","BOISE","ID","83706","10",8,75,0.6,0.93,0,0.2,"N",0,0,0,1.37,0,NA,3.2,12.27,NA,0.6,NA,92.2,NA,100,NA,"Worse than the National Benchmark","Better than the National Rate","No Different than the National Benchmark",NA,0,1,0,NA
"130007",2018,"SAINT ALPHONSUS REGIONAL MEDICAL CENTER","BOISE","ID","83706","10",8,80,0.58,0.91,0,0.23,"N",0,0,0,1.43,NA,0,NA,NA,0.6,0.35,72.86,NA,99.4,NA,1.08,NA,NA,"No Different than the National Benchmark","Better than the National Rate",NA,NA,0,1
"130018",2016,"IDAHO REGIONAL MEDICAL CENTER","IDAHO FALLS","ID","83404","10",8,151,0.53,0.89,0,0.18,"P",0,0,0,1.19,0,NA,NA,12.55,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"130018",2017,"EASTERN IDAHO REGIONAL MEDICAL CENTER","IDAHO FALLS","ID","83403","10",8,179,0.45,0.9,0,0.08,"P",0,0,0,1.19,0.5,NA,NA,13.22,NA,3.35,NA,99,NA,89,NA,NA,"No Different than the National Rate","Worse than the National Benchmark",NA,NA,0,0,NA
"130018",2018,"EASTERN IDAHO REGIONAL MEDICAL CENTER","IDAHO FALLS","ID","83403","10",8,160,0.42,0.9,0,0.07,"P",0,0,0,1.2,NA,0,0.78,NA,0,3.84,69.8,NA,100,NA,0.93,"No Different than the National Benchmark",NA,"Worse than the National Benchmark","Better than the National Rate",0,NA,0,1
"130028",2016,"PORTNEUF MEDICAL CENTER","POCATELLO","ID","83202","10",8,71,0.45,0.97,0,0.05,"P",0,0,0,1.01,0,NA,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"130028",2017,"PORTNEUF MEDICAL CENTER","POCATELLO","ID","83202","10",8,76,0.44,0.97,0,0.04,"P",0,0,0,1.08,0,NA,NA,13.61,NA,NA,NA,97,NA,84,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"130028",2018,"PORTNEUF MEDICAL CENTER","POCATELLO","ID","83202","10",8,69,0.39,0.97,0,0.07,"P",0,0,0,1.12,NA,0,NA,NA,0,NA,66.14,NA,100,NA,0.84,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1
"130049",2016,"KOOTENAI MEDICAL CENTER","COEUR D ALENE","ID","83814","10",8,25,0.97,0.91,0,0.08,"G",0,0,0,0.89,NA,NA,NA,12.63,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"130049",2017,"KOOTENAI MEDICAL CENTER","COEUR D ALENE","ID","83814","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130049",2018,"KOOTENAI MEDICAL CENTER","COEUR D ALENE","ID","83814","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133025",2016,NA,NA,NA,NA,NA,8,150,1.08,0.92,0,0.16,"N",0,0,1,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133025",2017,NA,NA,NA,NA,NA,8,1,0.92,0.93,0,0.14,"N",0,0,1,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133027",2016,"REHABILITATION HOSPITAL OF THE NORTHWEST","POST FALLS","ID","83854","10",8,207,0.52,0.91,0,0,"P",0,0,1,1.21,0.4,NA,NA,12.67,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"133027",2017,"REHABILITATION HOSPITAL OF THE NORTHWEST","POST FALLS","ID","83854","10",8,406,0.61,0.89,0,0.07,"P",0,0,1,1.25,0.5,NA,1.92,12.6,NA,1.4,NA,98.9,NA,95,NA,"No Different than the National Benchmark","Better than the National Rate","No Different than the National Benchmark",NA,0,1,0,NA
"133027",2018,"REHABILITATION HOSPITAL OF THE NORTHWEST","POST FALLS","ID","83854","10",8,473,0.59,0.97,0,0.09,"P",0,0,1,1.28,NA,0.5,0.64,NA,0.5,0.34,68.65,NA,99.6,NA,1.02,"No Different than the National Benchmark",NA,"No Different than the National Benchmark","Better than the National Rate",0,NA,0,1
"140007",2016,"PRESENCE SAINT JOSEPH MEDICAL CENTER","JOLIET","IL","60435","5",4,657,0.31,1.04,0,0.05,"N",0,0,0,1.13,0.8,NA,NA,13.69,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"140007",2017,"PRESENCE ST JOSEPH MEDICAL CENTER","JOLIET","IL","60435","5",4,705,0.27,1.04,0,0.04,"N",0,0,0,1.12,0.5,NA,1.73,14.22,NA,2.14,NA,85.4,NA,91,NA,"No Different than the National Benchmark","Worse than the National Rate","No Different than the National Benchmark",NA,0,0,0,NA
"140007",2018,"PRESENCE ST JOSEPH MEDICAL CENTER","JOLIET","IL","60435","5",4,649,0.28,1.05,0,0.03,"N",0,0,0,1.17,NA,0.5,1.89,NA,0.1,1.26,61.55,NA,100,NA,1.03,"No Different than the National Benchmark",NA,"No Different than the National Benchmark","Worse than the National Rate",0,NA,0,0
"140008",2016,"GOTTLIEB MEMORIAL HOSPITAL","MELROSE PARK","IL","60160","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140008",2017,"GOTTLIEB MEMORIAL HOSPITAL","MELROSE PARK","IL","60160","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"No Different than the National Benchmark",NA,NA,NA,0,NA
"140008",2018,"GOTTLIEB MEMORIAL HOSPITAL","MELROSE PARK","IL","60160","5",4,55,0.42,1.05,0,0,"N",0,0,0,1.18,NA,0.5,NA,NA,0.3,1.08,61.1,NA,99.7,NA,0.93,NA,NA,"No Different than the National Benchmark","Worse than the National Rate",NA,NA,0,0
"140010",2016,"EVANSTON HOSPITAL","EVANSTON","IL","60201","5",4,251,0.44,1.04,0,0.09,"N",0.07,1,0,1.07,0,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"140010",2017,"EVANSTON HOSPITAL","EVANSTON","IL","60201","5",4,204,0.39,1.04,0,0.12,"N",0.06,1,0,1.03,0,NA,NA,12.48,NA,1.93,NA,98.7,NA,51,NA,NA,"Better than the National Rate","No Different than the National Benchmark",NA,NA,1,0,NA
"140010",2018,"EVANSTON HOSPITAL","EVANSTON","IL","60201","5",4,229,0.38,1.05,0,0.17,"N",0.07,1,0,1.12,NA,0,NA,NA,0,0.43,51.17,NA,100,NA,0.99,NA,NA,"No Different than the National Benchmark","Worse than the National Rate",NA,NA,0,0
"140011",2016,"HERRIN HOSPITAL","HERRIN","IL","62948","5",4,399,0.44,0.83,0,0.19,"N",0,0,0,1.12,1.2,NA,NA,15.01,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
"140011",2017,"HERRIN HOSPITAL","HERRIN","IL","62948","5",4,333,0.43,0.84,0,0.18,"N",0,0,0,1.14,1.5,NA,0.27,14.72,NA,5.82,NA,81.7,NA,100,NA,"No Different than the National Benchmark","Worse than the National Rate","Worse than the National Benchmark",NA,0,0,0,NA
"140011",2018,"HERRIN HOSPITAL","HERRIN","IL","62948","5",4,314,0.43,0.84,0,0.18,"N",0,0,0,1.22,NA,1.4,0.9,NA,0,2.64,58.27,NA,100,NA,1.13,"No Different than the National Benchmark",NA,"Worse than the National Benchmark","Worse than the National Rate",0,NA,0,0
"140015",2016,"BLESSING HOSPITAL","QUINCY","IL","62305","5",4,273,0.59,0.84,1,0.08,"N",0,0,0,1.24,0.7,NA,NA,12.17,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"140015",2017,"BLESSING HOSPITAL","QUINCY","IL","62305","5",4,253,0.5,0.85,1,0.09,"N",0,0,0,1.31,0.3,NA,NA,12.21,NA,1.93,NA,98.6,NA,93,NA,NA,"Better than the National Rate","No Different than the National Benchmark",NA,NA,1,0,NA
"140015",2018,"BLESSING HOSPITAL","QUINCY","IL","62305","5",4,245,0.49,0.85,1,0.13,"N",0,0,0,1.27,NA,1.7,NA,NA,0,0.42,63.16,NA,100,NA,0.99,NA,NA,"No Different than the National Benchmark","Worse than the National Rate",NA,NA,0,0
"140029",2016,"RUSH-COPLEY MEDICAL CENTER","AURORA","IL","60506","5",4,216,0.24,1.04,0,0.11,"N",0.08,1,0,1.13,0.8,NA,NA,12.27,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"140029",2017,"RUSH-COPLEY MEDICAL CENTER","AURORA","IL","60506","5",4,218,0.21,1.03,0,0.13,"N",0.08,1,0,1.12,0.3,NA,NA,12.45,NA,1.52,NA,95,NA,96,NA,NA,"Better than the National Rate","No Different than the National Benchmark",NA,NA,1,0,NA
"140029",2018,"RUSH-COPLEY MEDICAL CENTER","AURORA","IL","60506","5",4,236,0.23,1.03,0,0.06,"N",0.08,1,0,1.3,NA,0,NA,NA,0,0,65.14,NA,100,NA,1,NA,NA,"No Different than the National Benchmark","No Different than the National Rate",NA,NA,0,0
"140033",2016,"VISTA HEALTH REHAB UNIT","WAUKEGAN","IL","60085","5",4,177,0.25,1.05,0,0.08,"N",0,0,0,1.27,1.9,NA,NA,12.63,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"140033",2017,"VISTA HEALTH REHAB UNIT","WAUKEGAN","IL","60085","5",4,152,0.26,1.04,0,0.15,"N",0,0,0,1.21,0.9,NA,NA,12.44,NA,NA,NA,94.5,NA,71,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"140033",2018,"VISTA HEALTH REHAB UNIT","WAUKEGAN","IL","60085","5",4,152,0.21,1.04,0,0.14,"N",0,0,0,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140046",2016,"GOOD SAMARITAN REGIONAL HEALTH CENTER","MT. VERNON","IL","62864","5",4,138,1.22,0.84,1,0.09,"N",0,0,0,1.13,0.9,NA,NA,12.83,NA,NA,NA,NA,NA,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1,NA,NA
"140046",2017,"GOOD SAMARITAN REGIONAL HEALTH CENTER","MT. VERNON","IL","62864","5",4,182,0.88,0.85,1,0.11,"N",0,0,0,1.03,0,NA,NA,13.3,NA,NA,NA,100,NA,100,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"140046",2018,"GOOD SAMARITAN REGIONAL HEALTH CENTER","MT. VERNON","IL","62864","5",4,177,0.67,0.85,1,0.09,"N",0,0,0,1.12,NA,0.6,NA,NA,0,NA,67.2,NA,100,NA,0.99,NA,NA,NA,"Better than the National Rate",NA,NA,NA,1
"140052",2016,"SAINT ANTHONYS HEALTH CENTER","ALTON","IL","62002","5",4,211,0.3,0.94,0,0.06,"N",0,0,0,1.16,1.2,NA,NA,13.24,NA,NA,NA,NA,NA,NA,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"140052",2017,"SAINT ANTHONYS HEALTH CENTER","ALTON","IL","62002","5",4,168,0.36,0.93,0,0.1,"N",0,0,0,1.14,0,NA,NA,13.39,NA,NA,NA,67.1,NA,98,NA,NA,"No Different than the National Rate",NA,NA,NA,0,NA,NA
"140052",2018,"SAINT ANTHONYS HEALTH CENTER","ALTON","IL","62002","5",4,122,0.36,0.92,0,0.1,"N",0,0,0,1.12,NA,0,NA,NA,0,NA,57.58,NA,100,NA,1.03,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0
"140054",2016,"MACNEAL HOSPITAL","BERWYN","IL","60402","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140054",2017,"MACNEAL HOSPITAL","BERWYN","IL","60402","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,100,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140054",2018,"MACNEAL HOSPITAL","BERWYN","IL","60402","5",4,129,0.25,1.05,0,0,"P",0,0,0,1.12,NA,0,NA,NA,0,0,63.29,NA,100,NA,0.93,NA,NA,"No Different than the National Benchmark","Worse than the National Rate",NA,NA,0,0
"140063",2016,"RUSH OAK PARK HOSPITAL","OAK PARK","IL","60304","5",4,76,0.54,1.04,0,0.11,"N",0,0,0,0.99,0,NA,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA,"Worse than the National Rate",NA,NA,NA,0,NA,NA
